Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Latvia,2001,9374.4,2353384.0,-1551.99,44800,28130,32830,14310,56740,14480,154,1,0,15,7,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,3983.3703297039497,-162.95895000000002,859.0848,2774.37751,2102.53169,410.68269,37.7321,247.608,5009.774,185.175,0.0,165.66,0.168,6.258,11636.092839999998,-2261.692839999998,-961.0385895374483,124.12626770779994
Lithuania,2001,13664.6,3486998.0,12974.29,63110,7590,9420,42630,57320,33790,3,0,0,0,7,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,3918.7289467903333,1362.3004500000002,1161.16089,471.67296,380.12526,1091.24274,37.08604,694.7224,97.593,0.0,0.0,0.0,0.168,3.129,5299.200739999999,8365.399260000002,2399.026113579647,38.780503929862554
Luxembourg,2001,23879.9,439000.0,9558.8,43270,2580,3200,4330,15880,5990,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,54396.127562642374,1003.6739999999999,3113.57939,638.47776,514.2272,650.44827,73.6832,495.82824,32.531,0.0,0.0,0.0,0.0,0.0,6522.44906,17357.450940000002,39538.612619589985,27.313552653068058
Hungary,2001,60012.9,10200298.0,74316.54,188720,53850,80700,346430,190410,84420,19,2,2,3,14,12,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,5883.445758153341,7803.2366999999995,13006.77112,14084.3598,13705.7652,26894.74662,913.01595,6273.75672,618.089,370.35,33.806,33.132,0.336,37.548,83774.91311000001,-23762.013110000007,-2329.5410692903292,139.59484229224051
Malta,2001,4565.5,391415.0,2933.73,8760,760,1100,11330,3650,1950,0,0,0,0,6,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,11664.090543285261,308.04165,62.70408,114.14744,107.2819,193.47108,9.0739,169.7124,0.0,0.0,0.0,0.0,0.144,0.0,964.57645,3600.92355,9199.758696013183,21.127509582740117
Netherlands,2001,481881.0,15987075.0,223920.97,460390,33130,47470,78940,306430,167240,32,3,1,1,24,5,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,30141.91151289401,23511.70185,36554.966,9760.06487,9080.91606,10716.34182,1854.20793,18756.96944,1040.992,555.525,16.903,11.044,0.576,15.645,111875.85297,370005.14703,23144.017716186358,23.216489749543975
Austria,2001,220525.1,8020946.0,64581.31,222450,24280,37720,32450,175860,60880,17,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,27493.652245009507,6781.03755,16857.48345,5516.2946,5564.79388,3670.8738,1446.62436,4603.31944,553.027,185.175,16.903,0.0,0.0,0.0,45195.532080000004,175329.56792,21858.96375814025,20.494507010766576
Poland,2001,212834.1,38253955.0,366312.58,861580,161500,285630,1315540,754420,350660,268,8,11,25,120,38,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,5563.714915229027,38462.8209,23272.13738,20876.2975,23975.21094,56039.37292,2316.0694,24758.69996,8718.308,1481.4,185.933,276.1,2.88,118.902,200484.132,12349.967999999993,322.841598992836,94.19737344720608
Portugal,2001,135775.0,10330774.0,72710.66,289990,71370,121750,277790,233560,73320,32,3,2,4,112,12,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,13142.771296710198,7634.6193,9114.67569,16701.43644,18500.643,9801.54236,518.73676,1859.46852,1040.992,555.525,33.806,44.176,2.688,37.548,65845.85706999998,69929.14293000002,6769.012944238255,48.49630423126495
Romania,2001,45143.6,22430457.0,110335.01,301600,86180,120670,509130,274190,189920,51,3,3,6,42,15,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,2012.6027748788174,11585.176049999998,15807.4592,18728.98232,17028.82973,31480.01703,1027.66412,9241.88704,1659.081,555.525,50.709,66.264,1.008,46.935,107279.53749,-62135.937490000004,-2770.159229925632,237.6406345306976
Slovenia,2001,23249.1,1990094.0,13626.23,59080,16240,19750,63200,55530,21780,6,1,0,1,3,2,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,11682.412991547133,1430.75415,4986.70648,6058.78672,4784.61525,5909.7688,562.35231,1751.13378,195.186,185.175,0.0,11.044,0.072,6.258,25881.85249,-2632.7524900000026,-1322.9287109051143,111.32410497610663
Slovakia,2001,23909.8,5378783.0,41425.26,109340,42560,51810,123120,154030,34790,41,1,2,2,3,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,4445.2062855110535,4349.6523,5500.45804,9934.95104,7853.3598,7457.50152,886.13459,3628.91011,1333.771,185.175,33.806,22.088,0.072,12.516,41198.3954,-17288.595400000002,-3214.2206517719724,172.30757011769234
Finland,2001,144628.0,5181115.0,58968.52,244340,26990,43910,95770,175090,35010,30,2,1,5,32,26,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,27914.454707143155,6191.6946,3547.8168,1764.20135,1863.75995,1638.05008,111.00706,477.85149,975.93,370.35,16.903,55.22,0.768,81.354,17094.906329999998,127533.09367,24614.98995293484,11.819914767541555
Sweden,2001,270524.5,8882792.0,26566.08,206270,32150,51080,42360,212980,59170,17,1,1,1,18,7,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,30454.89526266066,2789.4384000000005,3841.77875,1721.2467,1775.7962,855.12132,198.49736,1030.80057,553.027,185.175,16.903,11.044,0.432,21.903,13001.1633,257523.33669999999,28991.260484316193,4.8059097420011865
Norway,2001,194362.4,4503436.0,35586.04,219680,41410,50480,25420,425100,28780,10,1,1,2,0,8,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,43158.69038662923,3736.5342,3705.0453461408,2349.64481,1859.9356,394.27765760219995,474.8367,278.70552,325.31,185.175,16.903,22.088,0.0,25.032,13373.487833742998,180988.91216625698,40189.0716702218,6.880697004020838
Switzerland,2001,320902.7,7204055.0,53647.94,98880,11370,18650,17270,145640,60920,29,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,44544.73209879714,5633.0337,14153.115401375999,3486.66735,3713.6999,4007.691333701,1788.5583589940002,3960.04368,943.399,185.175,16.903,0.0,0.0,0.0,37888.286724071004,283014.413275929,39285.43206234947,11.806783403215679
United Kingdom,2001,1830567.5,58999781.0,721094.55,2002100,152300,248020,1226640,1570320,295370,185,6,8,22,228,73,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,31026.682963450323,75714.92775,111382.8293,40854.475,43202.10776,144024.70896,7415.05104,30306.73422,6018.235,1111.05,135.224,242.968,5.472,228.417,460642.20002999995,1369925.29997,23219.159067217555,25.16390136009734
Belgium,2002,273255.9,10309725.0,145302.31,336610,36660,49970,156990,210360,88510,83,2,4,3,35,18,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,26504.6739849996,15256.742549999999,22696.60247,18771.27642,16614.57527,25004.58225,1672.99308,14409.51651,2700.073,370.35,67.612,33.132,0.84,56.322,117654.61755,155601.28245000003,15092.670507700257,43.056569885590754
Bulgaria,2002,17478.3,7868815.0,42015.01,166020,28010,47290,758480,103930,47310,216,4,1,12,18,8,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,2221.2111988908114,4411.57605,6602.6154,8673.21247,9508.6003,35169.20064,290.06863,2748.99486,7026.696,740.7,16.903,132.528,0.432,25.032,75346.55935000001,-57868.25935000001,-7354.126301101247,431.0863147445691
Czechia,2002,87358.2,10201182.0,138171.36,294190,47030,61570,223410,292400,106130,91,2,3,3,13,12,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,8563.537048941975,14507.992799999998,14450.02442,13283.67053,11292.49213,15923.99457,2379.5512,13977.21487,2960.321,370.35,50.709,33.132,0.312,37.548,89267.31251999999,-1909.1125199999951,-187.14620717481515,102.1853844516027
Denmark,2002,189794.9,5368354.0,78149.9,220920,20570,32170,28470,170180,93340,18,1,1,1,8,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,35354.393544091916,8205.7395,5593.6944,2553.00441,2592.67681,1545.18078,252.37694,2382.41016,585.558,185.175,16.903,11.044,0.192,6.258,23930.212999999996,165864.687,30896.749171161217,12.608459447540476
Germany,2002,2198120.0,82440309.0,1047328.57,1786220,156000,280330,566430,1617600,618950,305,16,17,8,157,79,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,26663.1703187818,109969.49985,133409.19936,41596.932,48538.29851,65964.73851,9252.672,56044.6846,9921.955,2962.8,287.351,88.352,3.768,247.191,478287.44183,1719832.55817,20861.54915030704,21.758932261659968
Estonia,2002,7822.6,1383510.0,13270.32,48490,16530,27960,87040,34580,8950,39,1,1,8,6,8,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,5654.169467513788,1393.3836,345.05484,441.92955,485.3856,590.91456,17.56664,134.429,1268.709,185.175,16.903,88.352,0.144,25.032,4992.978790000001,2829.6212099999993,2045.2481080729447,63.82761217498019
Ireland,2002,135997.6,3899702.0,77079.08,174290,19030,38430,106700,122790,120460,12,0,0,2,25,3,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,34873.84420655732,8093.303400000001,5203.42795,955.66757,1253.16387,8315.5578,218.44341,1883.03072,390.372,0.0,0.0,22.088,0.6,9.387,26345.041719999997,109652.55828000001,28118.189102654513,19.37169605934222
Greece,2002,163460.8,10888274.0,124790.05,451190,69090,134360,551600,318880,74420,65,9,3,3,52,7,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,15012.55387217478,13102.95525,12033.2373,10066.75845,12712.33704,20160.98,1109.7024,3060.82018,2114.515,1666.575,50.709,33.132,1.248,21.903,76134.87262,87325.92738,8020.180919400082,46.57683837348159
Spain,2002,749552.0,41035278.0,364806.6,1352330,151990,239920,1470260,870440,509460,134,15,9,16,225,38,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,18266.03928453951,38304.693,56980.42455,30651.97529,31418.7236,105733.7479,3143.15884,11618.74476,4359.154,2777.625,152.127,176.704,5.4,118.902,285441.37993999996,464110.62006000004,11310.039621517857,38.08159806657843
France,2002,1587829.0,61424036.0,508082.41,1630550,283390,382350,518740,1821230,642130,224,12,10,14,159,59,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,25850.28766263422,53348.65304999999,103792.66025,58999.24749,51689.51415,57710.86248,11308.01707,27347.03244,7286.944,2222.1,169.03,154.616,3.816,184.611,374217.1039299999,1213611.89607,19757.931505347515,23.56784665918055
Croatia,2002,28749.8,4305494.0,19778.84,93590,37840,49660,63100,103390,45530,67,1,1,1,13,4,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,6677.468369483269,2076.7781999999997,5599.77047,7276.85904,6201.24284,4985.7203,540.83309,2727.88442,2179.577,185.175,16.903,11.044,0.312,12.516,31814.61536,-3064.8153600000005,-711.8382606037775,110.66030149774954
Italy,2002,1350258.9,56987507.0,529083.39,1417870,156100,208320,623340,1471680,442330,264,8,14,36,113,45,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,23693.94576253353,55553.755950000006,153420.62335,92512.665,80169.45216,58440.61836,23020.01856,41148.19058,8588.184,1481.4,236.642,397.584,2.712,140.805,515112.65096,835146.2490399999,14654.900573909996,38.1491764994106
Cyprus,2002,12082.9,705539.0,8188.65,22120,2220,4300,45420,13830,11420,18,0,0,0,10,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,17125.771927561764,859.80825,334.58712,107.4258,135.1146,827.14362,12.29487,167.7598,585.558,0.0,0.0,0.0,0.24,0.0,3029.9320599999996,9052.96794,12831.279263088221,25.076199091277754
Latvia,2002,10168.7,2320956.0,145.88,43740,27750,32590,13010,55630,14400,155,1,0,15,7,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,4381.254965626234,15.3174,838.75824,2736.89925,2087.16137,373.37399,36.99395,246.24,5042.305,185.175,0.0,165.66,0.168,6.258,11734.310199999998,-1565.6101999999973,-674.5540199814203,115.39636531710049
Lithuania,2002,15153.3,3454637.0,14298.84,63970,7790,9690,37310,60080,35870,3,0,0,0,6,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,4386.365340265851,1501.3781999999999,1176.98403,484.10176,391.02057,955.06138,38.87176,737.4872,97.593,0.0,0.0,0.0,0.144,3.129,5385.7708999999995,9767.5291,2827.3677089662388,35.54190110404994
Luxembourg,2002,25011.1,444050.0,10363.62,43600,2390,3190,3300,15850,5780,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,56324.963405021954,1088.1801,3137.3252,591.45808,512.62024,495.7227,73.544,478.44528,32.531,0.0,0.0,0.0,0.0,0.0,6409.826600000001,18601.2734,41890.04256277446,25.627927600145544
Hungary,2002,71756.1,10174853.0,73218.98,181420,38970,62800,272460,176670,84880,21,2,2,3,8,12,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,7052.298445982463,7687.992899999999,12503.64782,10192.52556,10665.7008,21152.15964,847.13265,6307.94208,683.151,370.35,33.806,33.132,0.192,37.548,70515.28044999998,1240.8195500000293,121.94962914943629,98.27078178719297
Malta,2002,4740.9,394641.0,3007.3,9150,770,1090,11000,3980,1980,0,0,0,0,6,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,12013.196804184056,315.7665,65.4957,115.64938,106.30661,187.836,9.89428,172.32336,0.0,0.0,0.0,0.0,0.144,0.0,973.41583,3767.4841699999997,9546.611147853364,20.5323004070957
Netherlands,2002,501137.0,16105285.0,221646.92,442840,31630,46320,71250,290790,160220,36,4,1,1,12,5,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,31116.307472981694,23272.926600000003,35161.496,9318.16637,8860.92336,9672.40125,1759.57029,17969.63432,1171.116,740.7,16.903,11.044,0.288,15.645,107970.81419,393166.18581,24412.24640296648,21.54516912341336
Austria,2002,226735.2,8063640.0,71374.19,230370,23450,36650,31390,171110,60210,18,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,28118.219563373365,7494.28995,17457.66897,5327.72275,5406.93785,3550.96236,1407.55086,4552.65873,585.558,185.175,16.903,0.0,0.0,0.0,45985.42747,180749.77253000002,22415.407003536868,20.281556401476262
Poland,2002,210560.0,38242197.0,348147.61,827400,159280,284580,1230560,774380,344930,267,8,10,19,116,37,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,5505.9598171098805,36555.49905,22348.9014,20589.3292,23887.07604,52419.39488,2377.3466,24354.12758,8685.777,1481.4,169.03,209.836,2.784,115.773,193196.27474999998,17363.725250000018,454.0462267374445,91.75354993825987
Portugal,2002,142554.3,10394669.0,77786.14,295510,71100,125500,276960,227590,71350,32,3,2,4,124,13,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,13714.174063647431,8167.5447,9288.17481,16638.2532,19070.478,9772.25664,505.47739,1809.50735,1040.992,555.525,33.806,44.176,2.976,40.677,66969.84409,75584.45590999999,7271.463469399553,46.97848054390503
Romania,2002,48695.7,21833483.0,113910.07,309010,89120,122990,508790,278490,196470,58,3,3,6,34,17,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,2230.322115807175,11960.557350000001,16195.83212,19367.91488,17356.22581,31458.99449,1043.78052,9560.62314,1886.798,555.525,50.709,66.264,0.816,53.193,109557.23331,-60861.53331,-2787.532035543756,224.98338315292727
Slovenia,2002,24972.4,1994026.0,12773.58,58650,13940,17530,62950,51510,22350,5,1,0,1,3,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,12523.60801714722,1341.2259,4950.4119,5200.70732,4246.80027,5886.39155,521.64177,1796.96235,162.655,185.175,0.0,11.044,0.072,3.129,24306.216060000002,666.183939999999,334.0898965209074,97.33231912030882
Slovakia,2002,26340.7,5378951.0,39548.74,103180,32220,41440,99300,140720,36010,41,1,2,2,2,3,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,4896.9957153355745,4152.6177,5190.57308,7521.24348,6281.4752,6014.7003,809.56216,3756.16709,1333.771,185.175,33.806,22.088,0.048,9.387,35310.61401000001,-8969.914010000011,-1667.5954121909665,134.0534382533494
Finland,2002,148486.0,5194901.0,60134.08,242180,27130,44340,90380,166170,35850,31,1,1,4,38,39,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,28583.02785750874,6314.0784,3516.4536,1773.35245,1882.0113,1545.85952,105.35178,489.31665,1008.461,185.175,16.903,44.176,0.912,122.031,17004.0817,131481.9183,25309.80249671745,11.451639683202457
Sweden,2002,283627.1,8909128.0,27947.73,199290,31360,50220,42370,208210,58910,14,1,1,1,19,9,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,31835.562358066913,2934.51165,3711.77625,1678.95168,1745.8983,855.32319,194.05172,1026.27111,455.434,185.175,16.903,11.044,0.456,28.161,12843.956899999997,270783.1431,30393.899728458273,4.528466038682481
Norway,2002,207898.4,4524066.0,33305.6,214730,41960,50940,23030,382230,29050,11,1,1,2,0,7,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,45953.883077744664,3497.088,3621.5603931938,2380.85236,1876.8843,357.20749231229996,426.95091,281.3202,357.841,185.175,16.903,22.088,0.0,21.903,13045.773655506098,194852.62634449388,43070.24396737225,6.275071696321905
Switzerland,2002,329543.3,7255653.0,50450.63,94150,10800,18040,15050,134880,59620,26,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,45418.83411458624,5297.31615,13476.090362454997,3311.874,3592.23304,3492.516188315,1656.418233048,3875.53848,845.806,185.175,16.903,0.0,0.0,0.0,35749.870453817995,293793.429546182,40491.65933737212,10.848307476989516
United Kingdom,2002,1888699.6,59239564.0,698773.02,1903040,135400,218310,1104200,1480670,292070,179,6,7,19,189,62,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,31882.402105457764,73371.1671,105871.82432,36321.05,38026.98228,129648.5388,6991.72374,29968.13442,5823.049,1111.05,118.321,209.836,4.536,193.998,427660.21066000004,1461039.38934,24663.23670680628,22.643103787388956
Belgium,2003,281200.2,10355844.0,145706.58,331860,37130,50740,151960,200140,84610,81,2,4,3,36,18,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,27153.76940788216,15299.190899999998,22376.32422,19011.93381,16870.59334,24203.429,1591.71342,13774.59261,2635.011,370.35,67.612,33.132,0.864,56.322,116291.06830000001,164909.1317,15924.258003500247,41.355258033244645
Bulgaria,2003,18798.3,7805506.0,47315.7,170010,30650,53060,826250,102710,48710,252,4,2,14,21,9,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,2408.3384216218656,4968.1485,6761.2977,9490.68055,10668.7742,38311.56,286.66361,2830.34326,8197.812,740.7,33.806,154.616,0.504,28.161,82473.06681999998,-63674.766819999975,-8157.673163021075,438.72619768808875
Czechia,2003,88659.5,10192649.0,141898.61,295530,47070,61290,218390,286750,105830,76,2,3,3,14,12,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,8698.376643794954,14899.354049999998,14515.84254,13294.96857,11241.13761,15566.18403,2333.5715,13937.70517,2472.356,370.35,50.709,33.132,0.336,37.548,88753.19447,-93.69447000000218,-9.19235715857597,100.10567899661064
Denmark,2003,193353.4,5383507.0,82865.37,229640,21490,32040,35330,162140,91840,19,1,1,1,8,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,35915.88159911374,8700.86385,5814.4848,2667.18837,2582.19972,1917.50042,240.45362,2344.12416,618.089,185.175,16.903,11.044,0.192,6.258,25104.47594,168248.92406,31252.66189121701,12.983726140838487
Germany,2003,2211570.0,82536680.0,1040111.01,1740590,149610,266500,539040,1536520,616000,274,15,16,8,178,79,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,26794.995873349882,109211.65604999999,130001.18592,39893.05767,46143.6755,62774.98128,8788.8944,55777.568,8913.494,2777.625,270.448,88.352,4.272,247.191,464892.40082,1746677.59918,21162.44073762114,21.020921825671355
